Susceptible
999999.0
999998.9525538158
999998.8363243294
999998.6759753454
999998.4841659787
999998.2662824086
999998.0246883635
999997.7587536454
999997.4670163664
999997.1473359606
999996.796230699
999996.4102563136
999995.9857813613
999995.5180476246
999995.0018975683
999994.4318427957
999993.8020585708
999993.1061114821
999992.336236306
999991.4837888873
999990.5393804894
999989.4928777945
999988.333402904
999987.0493333375
999985.6286750181
999984.0551581662
999982.3088579733
999980.3693773068
999978.2158668562
999975.8270251337
999973.1810984737
999970.2554053854
999967.0156774152
999963.4173313286
999959.4174012342
999954.9750867457
999950.0517529828
999944.608595982
999938.5794445177
999931.882966218
999924.4406173789
999916.176600401
999907.0178637896
999896.8900035495
999885.6709523704
999873.2099783763
999859.3604523479
999843.9802751178
999826.9318775707
999808.0796201943
999787.2133684433
999764.0406932551
999738.2774121802
999709.6528919226
999677.9100483397
999642.8047702871
999603.993494647
999560.9156504122
999513.016410613
999459.7778568971
999400.71897953
999335.3955561501
999263.1976363357
999183.0917306355
999094.0554321965
998995.1283322957
998885.4120203401
998764.066110985
998629.8573490096
998480.9511747126
998315.5526397888
998131.9268398678
997928.3989145135
997703.3270262266
997454.2843011138
997178.0438729213
996871.4058201532
996531.215871208
996154.3654043775
995737.7688956516
995277.1835500624
994766.7096002726
994200.4340040341
993572.5636596652
992877.4254060498
992109.4660226387
991261.041015321
990322.1012222136
989283.3896541969
988135.1757982216
986844.0065413787
981310.0594413455
975587.9357308296
969871.5530498622
964180.5455637716
958506.7672791146
952837.3138129284
947166.6708122186
941494.048679674
935815.8989689321
930127.969473897
924429.4175368617
918719.4936385673
912996.4823684623
907257.7200276987
901499.8408634204
895722.5137620464
889927.0223235067
884113.4277552638
878280.5265267772
872425.8503695037
866545.6662768975
860635.8317422675
854699.5314858241
848742.236126702
842766.0853344554
836769.8231619599
830748.7980454133
824695.0042350965
818606.2099983994
812495.7871778808
806373.3107805838
800241.6858407251
794097.1474196947
787929.260606056
781724.7670587659
775499.0283181426
769272.9051299264
763056.3422555673
756848.8023176048
750639.2657996682
744408.637683671
738172.4491823255
731957.1489805806
725775.1077119921
719627.7146460507
713505.377688182
707393.095155912
701312.6218254678
695286.8362525898
689327.0520982605
683434.8024785378
677601.8399645543
671817.7991551881
666106.3554363274
660490.9618712327
654983.8729538869
649586.5944586181
644289.8834401004
639077.4594821952
633968.1358993636
628993.3959369858
624170.1532632866
619501.0946109159
614974.6797769502
610565.2910037853
606271.3763832817
602133.6837433303
598175.268534432
594401.6782980176
590800.9526664469
587343.6233630094
584005.5316836522
580827.264946079
577832.6523075654
575027.5797240238
572400.8964650214
569924.41511378
567567.1003088127
565358.4386496955
563319.012708183
561453.0562328531
559750.4555657154
558186.7496422117
556728.6896564044
555390.171584988
554192.6849413984
553142.1538727268
552231.4644069498
551440.46445293
550735.9747716868
550102.3921014093
549568.4149733599
549149.0661594542
548844.951680578
548642.2608065889
548512.7660563155
548416.0370536975
548357.4163442156
548371.4674142193
548472.9879365586
548659.2277688631
548909.8889535427
549187.1257177866
549450.7452161716
549736.9079994448
550075.969952214
550476.9585633778
550930.151530417
551407.0767593954
551861.796507603
552299.3079239345
552759.3451547081
553256.1160154127
553787.5547823196
554335.322192482
554864.805443735
555357.9785058837
555852.0380952595
556364.1657947745
556897.7530158006
557442.5141356047
557974.4864973502
558462.9025739213
558928.2300717796
559397.8550068584
559883.3278601544
560382.3919588216
560878.9834761708
561343.2314316706
561753.0620440249
562145.4828772453
562547.6718109221
562969.7318192392
563404.9664285171
563829.8797172137
564204.3132449598
564522.126343946
564832.075735758
565159.5570161454
565510.2781607677
565870.2595251938
566205.833844902
566474.8414185735
566714.5001485349
566961.3415145822
567228.5556952937
567511.0074834999
567785.2362862831
568011.207796834
568199.0386122997
568386.5703172322
568588.581582303
568805.1301052242
569021.5526107474
569208.4648506647
569352.4220662584
569488.8238493807
569636.4616238201
569800.8602877103
569974.3071625279
570135.8519930915
570254.666490959
570344.3241733854
570438.2238856289
570552.8851982073
570689.6179946407
570834.5224714511
570958.4891381626
571027.8613680488
571074.6598208416
571135.7769697964
571227.2834361261
571346.0909447842
571469.9523244642
571557.4615076
571586.8468049789
571612.2871384999
571661.7939621063
571743.0265146708
571843.6048839235
571931.1100064521
571964.3993111795
571979.3367571468
572008.4853268161
572062.8048289561
572136.8947874884
572208.9944414875
572243.7687396562
572254.1017244239
572271.6712438674
572309.2909795098
572366.5230318801
572429.6779205138
572471.8145839523
572476.86772007
572477.9506536302
572496.0629368311
572538.446164792
572598.6658872815
572656.6116087174
572679.0360044582
572664.4659535566
572653.3102191568
572668.6513402847
572716.0224150695
572783.407100744
572841.2396136442
572846.1550914106
572817.4799242407
572801.7378087154
572819.9290755645
572872.1406601846
572937.5461026387
572974.4055476565
572953.9909472882
572930.4796010242
572930.520182292
572961.0880100548
573010.5809840476
573048.8195847778
573041.0899677502
573022.3993584604
573018.6034960571
573038.128851106
573075.2953524347
573110.316387132
573112.3401426269
573093.5563751527
573082.7735105319
573092.8348385867
573123.9155624174
573163.5227984017
573186.495576196
573169.1034359699
573141.3274082191
573130.6181568268
573148.5506895075
573191.3002761134
573239.6424486357
573258.9530012031
573226.4236507739
573187.7816686451
573175.0763195279
573199.7492813553
573252.8699027809
573305.1352031792
573307.714595884
573266.0559107946
573233.7073433764
573233.2523249264
573266.406382453
573314.0171386746
573336.0643120207
573307.8569169171
573279.3738521298
573272.0290263011
573290.5922014784
573323.9101295241
573344.9065521155
573327.2984992288
573303.2093435276
573293.568067276
573305.4378022554
573333.4099476944
573359.6041702686
573355.3625481856
573326.9093763008
573304.8054402096
573304.7982183227
573329.254128792
573367.1585295108
573394.115718114
573382.8936066703
573370.7874835198
573364.5488109614
