Infectious
0.0
0.1987962871111623
0.329203547616969
0.42451821652161537
0.5034525177802097
0.5759974570017125
0.6487008567158722
0.7247340939997241
0.8066089507889469
0.8964072095273626
0.9950005400094366
1.1038392245131454
1.2247218256055619
1.3586562522084922
1.506877147441042
1.6710656452217671
1.8533451368516318
2.056171332978801
2.281174331642546
2.5301444986267287
2.805548737994541
3.110530492088503
3.4489097415304633
3.8251830052215983
4.245590886555961
4.713322967321808
5.2291948187304085
5.796826456515341
6.422678103339248
7.116050188793829
7.889083349399849
8.756475671398274
9.724321932076581
10.790384895771709
11.96085820757302
13.251429540377051
14.687280594887504
16.300686780329986
18.09961092656112
20.081733554963964
22.26034538472679
24.664749454088692
27.340261120339605
30.344272485763934
33.69281098715959
37.382050930970806
41.436095625979675
45.908203837044894
50.88078978510181
56.46346946246675
62.707508439297825
69.59040862374898
77.14184094094718
85.4528495375702
94.67585178184673
105.0242878889755
116.65057050751886
129.49358484131986
143.5724880935785
159.03633867761607
176.16409621687527
195.36451306258402
216.95105367959545
240.82153731382468
267.0173051494918
295.811871262164
327.7109226187556
363.44833485173933
403.47689259139094
447.69599448757117
496.30135866685043
549.8432013512389
609.2262368581871
675.6835215229256
749.8547172005523
831.7214860792176
921.7626744922975
1021.0134221372291
1131.065162075511
1254.0490429797003
1391.3439687222751
1542.861938233266
1709.3082637854304
1892.4189355001877
2094.96062134762
2320.730667146472
2571.9873831755854
2849.233553484269
3155.18718365536
3493.3464609673083
3864.9684104033627
3876.8478935032203
3957.9042196235678
4093.480011782983
4266.898609096545
4471.631451712177
4694.837131682215
4932.715627890186
5187.306038121975
5457.020274544584
5739.2300581871805
6035.589089791223
6347.800231094932
6676.196882466741
7019.764329580819
7376.399800848229
7747.911586410266
8138.286841907101
8549.687960407824
8982.38862304995
9434.773799039425
9903.33974565062
10383.707579616643
10881.383271216206
11405.214693750106
11959.027897564472
12541.515857497037
13146.23847287714
13761.6642058185
14383.652568383963
15030.871313972837
15716.325606297345
16442.66504676655
17202.183674486354
17976.819966259507
18743.605826596562
19521.232597491075
20337.44523892789
21202.796356667517
22111.100371524564
23039.433519367736
23951.73992896963
24864.071809349967
25810.06788867973
26800.93086591754
27829.768027116996
28871.59124542665
29892.021185062946
30914.421735476648
31964.645000575812
33049.39657609028
34158.907552553734
35266.93451530366
36343.09768670353
37412.89248737856
38502.50201269264
39619.275045416056
40752.39571919963
41872.883518574694
42939.70261003133
43971.326792132735
45009.83556499738
46072.827568227716
47153.749855862625
48221.89789637744
49222.66770780186
50143.375566987655
51047.22931269951
51968.05641522399
52909.60720488007
53845.55487201912
54719.49546702491
55485.09487637661
56212.16883975711
56942.857778318314
57688.13832770963
58429.3952303909
59118.42133563238
59702.68947226082
60239.10774412166
60770.243533353954
61309.921860348935
61846.748142858145
62344.108195993416
62750.12767615039
63098.37036105756
63437.07359992106
63786.723243401655
64144.51098242365
64484.334348174845
64756.8164497055
64944.42238553662
65109.62599689559
65290.29239939985
65498.271752622975
65719.39926009465
65913.49516930072
66018.35571327303
66053.87012371996
66091.73973159696
66167.9748558351
66287.00448070833
66421.67625583358
66513.25649617062
66498.59300854531
66450.16939365427
66429.29943323009
66459.15045441408
66529.38395235545
66596.15559021135
66584.39440916534
66508.88572930098
66445.04939682386
66422.82735621768
66443.26206879826
66478.49651271357
66471.7741829437
66395.2845620237
66317.72951457521
66272.19223402104
66267.42410792064
66288.04458301335
66294.54116521838
66235.32213951209
66148.12381839742
66082.21219485794
66059.09450240879
66076.11644748776
66106.46220945528
66099.1544405944
66016.71492191368
65924.10138854808
65868.83838047377
65868.79118516271
65912.64928439414
65959.92635425455
65941.19820484171
65845.95629269497
65758.43101591791
65722.28125675108
65747.14820686344
65808.65536735236
65848.40854874367
65793.33692498234
65707.33080700232
65652.89030532158
65652.26984419106
65696.16290135609
65743.70200805624
65725.47721258682
65658.44027817599
65607.16582976827
65596.52430743496
65626.08801816747
65670.13113587753
65677.62970139697
65624.9815693692
65572.50040150437
65551.93390489362
65572.26667982819
65619.77003674248
65658.00199621423
65633.57834769637
65569.3584966922
65522.193818673004
65519.98610717771
65564.56664022047
65631.69618029062
65671.06497435272
65624.58290548595
65546.79305925616
65500.572434733775
65513.12784484431
65578.85179815552
65659.32249887736
65683.30384686204
65613.21313325551
65541.58012606614
65516.10918690748
65549.67261682189
